2010-06-24 12:00:42|1277373642|30
2010-06-25 12:00:29|1277460029|30
2010-06-26 12:00:47|1277546447|30
2010-06-27 12:00:33|1277632833|30
2010-06-28 12:00:38|1277719238|30
2010-06-29 12:01:26|1277805686|108
2010-06-30 12:00:29|1277892029|108
2010-07-01 12:00:53|1277978453|108
2010-07-02 12:00:36|1278064836|108
2010-07-03 12:00:47|1278151247|108
2010-07-04 12:00:27|1278237627|108
2010-07-05 12:00:40|1278324040|108
2010-07-06 12:00:49|1278410449|108
2010-07-07 12:01:03|1278496863|108
2010-07-08 12:00:32|1278583232|108
2010-07-09 12:00:38|1278669638|108
2010-07-10 12:00:50|1278756050|107
2010-07-11 12:00:29|1278842429|107
2010-07-12 12:00:39|1278928839|107
2010-07-13 12:00:54|1279015254|107
2010-07-14 12:00:33|1279101633|107
2010-07-15 12:00:47|1279188047|107
2010-07-16 12:00:32|1279274432|107
2010-07-17 12:00:50|1279360850|107
2010-07-18 12:00:35|1279447235|107
2010-07-19 12:00:45|1279533645|107
2010-07-20 12:00:52|1279620052|108
2010-07-21 12:01:00|1279706460|116
2010-07-22 12:00:33|1279792833|116
2010-07-23 12:02:08|1279879328|116
2010-07-24 12:01:55|1279965715|116
2010-07-25 12:01:56|1280052116|116
2010-07-26 12:01:50|1280138510|116
2010-07-27 12:01:59|1280224919|113
2010-07-28 12:01:51|1280311311|113
2010-07-29 12:02:11|1280397731|113
2010-07-30 12:02:16|1280484136|113
2010-07-31 12:01:55|1280570515|113
2010-08-01 12:01:54|1280656914|113
2010-08-02 12:01:49|1280743309|113
2010-08-03 12:02:10|1280829730|113
2010-08-04 12:01:50|1280916110|113
2010-08-05 12:00:35|1281002435|113
2010-08-06 12:01:51|1281088911|113
2010-08-07 12:00:44|1281175244|113
2010-08-08 12:01:24|1281261684|113
2010-08-09 12:01:58|1281348118|113
2010-08-10 12:02:11|1281434531|113
2010-08-11 12:01:55|1281520915|113
2010-08-12 12:01:56|1281607316|113
2010-08-13 12:01:50|1281693710|113
2010-08-14 12:02:13|1281780133|113
2010-08-15 12:01:42|1281866502|113
2010-08-16 12:01:31|1281952891|113
2010-08-17 12:02:05|1282039325|113
2010-08-18 12:02:16|1282125736|113
2010-08-19 12:01:50|1282212110|113
2010-08-20 12:01:51|1282298511|113
2010-08-21 12:01:59|1282384919|113
2010-08-22 12:01:45|1282471305|113
2010-08-23 12:02:03|1282557723|113
2010-08-24 12:01:54|1282644114|113
2010-08-25 12:01:56|1282730516|113
2010-08-26 12:00:49|1282816849|113
2010-08-27 12:02:22|1282903342|113
2010-08-28 12:01:51|1282989711|113
2010-08-29 12:02:00|1283076120|113
2010-08-30 12:01:45|1283162505|113
2010-08-31 12:02:06|1283248926|113
2010-09-01 12:01:43|1283335303|113
2010-09-02 12:01:52|1283421712|113
2010-09-03 12:02:15|1283508135|113
2010-09-04 12:02:01|1283594521|113
2010-09-05 12:01:52|1283680912|113
2010-09-06 12:01:45|1283767305|113
2010-09-07 12:02:03|1283853723|113
2010-09-08 12:01:45|1283940105|113
2010-09-09 12:01:57|1284026517|113
2010-09-10 12:01:48|1284112908|113
2010-09-11 12:02:04|1284199324|113
2010-09-12 12:02:20|1284285740|113
2010-09-13 12:01:48|1284372108|113
2010-09-14 12:02:05|1284458525|102
2010-09-15 12:01:43|1284544903|102
2010-09-16 12:01:56|1284631316|102
2010-09-17 12:01:45|1284717705|102
2010-09-18 12:02:05|1284804125|102
2010-09-19 12:02:13|1284890533|102
2010-09-20 12:01:48|1284976908|102
2010-09-21 12:02:12|1285063332|101
2010-09-22 12:01:49|1285149709|102
2010-09-23 12:01:49|1285236109|102
2010-09-24 12:01:53|1285322513|102
2010-09-25 12:02:05|1285408925|102
2010-09-26 12:02:29|1285495349|102
2010-09-27 12:01:55|1285581715|102
2010-09-28 12:02:03|1285668123|102
2010-09-29 12:01:47|1285754507|101
2010-09-30 12:01:56|1285840916|101
2010-10-01 12:01:45|1285927305|101
2010-10-02 12:02:26|1286013746|102
2010-10-03 12:01:47|1286100107|102
2010-10-04 12:01:55|1286186515|102
2010-10-05 12:02:16|1286272936|102
2010-10-06 12:01:45|1286359305|102
2010-10-07 12:01:49|1286445709|102
2010-10-08 12:01:44|1286532104|102
2010-10-09 12:02:07|1286618527|102
2010-10-10 12:01:48|1286704908|102
2010-10-11 12:01:57|1286791317|102
2010-10-12 12:02:27|1286877747|102
2010-10-13 12:01:43|1286964103|102
2010-10-14 12:00:17|1287050417|102
2010-10-15 12:00:23|1287136823|102
2010-10-28 17:29:48|1288279788|139
